url	download_complete
www.ics.uci.edu/community/news/view_news?id=1233	incomplete
www.ics.uci.edu/community/news/view_news?id=1234	incomplete
www.ics.uci.edu/community/news/view_news?id=1235	incomplete
www.ics.uci.edu/community/news/view_news?id=1236	incomplete
www.ics.uci.edu/community/news/view_news?id=1237	incomplete
www.ics.uci.edu/faculty/area_network.php	complete
www.ics.uci.edu/prospective/en/uci/student-services	incomplete
www.ics.uci.edu/community/hall_of_fame/inductees.aspx.php	incomplete
www.ics.uci.edu/~huw5	incomplete
mhcid.ics.uci.edu/program/events/career-conference	incomplete
www.ics.uci.edu/UCIBrenICS/videos/10154830677906909	incomplete
www.ics.uci.edu/grad/funding	incomplete
www.ics.uci.edu/~sjordan	complete
www.ics.uci.edu/ugrad/sao/index.php	complete
www.ics.uci.edu/about/search/search_business.php	incomplete
www.ics.uci.edu/ugrad/policies/Grade_Options	complete
mhcid.ics.uci.edu/people/mhcid-faculty-and-staff	incomplete
www.ics.uci.edu/grad/admissions/index	complete
www.ics.uci.edu/prospective/en/admissions/freshmen	complete
computableplant.ics.uci.edu/papers/bti1036/index.html	incomplete
www.ics.uci.edu/~dgillen	incomplete
www.ics.uci.edu/computing/ethics.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=guoqingx	incomplete
www.ics.uci.edu/research/tiers.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=avanderh	incomplete
www.ics.uci.edu/../grad/index.php	complete
www.ics.uci.edu/community/news/blog_posts/Ittai-Mann-December2017.php	incomplete
www.ics.uci.edu/login?next=https%3A%2F%2Fwww.facebook.com%2FUCIBrenICS%2F	incomplete
www.ics.uci.edu/ugrad/resources/index	complete
www.ics.uci.edu/~skong2	incomplete
www.ics.uci.edu/community	complete
www.ics.uci.edu/prospective/vi/admissions/freshmen	incomplete
www.ics.uci.edu/../about/annualreport/index.php	complete
www.ics.uci.edu/community/news/student_blogs/index.php	complete
www.ics.uci.edu/%7elab/labs_specs/index.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=wscacchi	incomplete
www.ics.uci.edu/~shallman	incomplete
www.ics.uci.edu/prospective/vi/opportunities/research	incomplete
www.ics.uci.edu/~mirzaeib	incomplete
mcs.ics.uci.edu/about/course-descriptions	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=sudderth	incomplete
duttgroup.ics.uci.edu/doku.php/projects	complete
www.ics.uci.edu/ugrad/sao/Course_updates.php	complete
www.ics.uci.edu/community/news/press/view_press?id=20	incomplete
www.ics.uci.edu/prospective/ko/degrees/data-science	incomplete
www.ics.uci.edu/grad/admissions	complete
www.ics.uci.edu/about/visit	complete
www.ics.uci.edu/250B/Spr13	incomplete
www.ics.uci.edu/ 	incomplete
www.ics.uci.edu/%7esysarch	complete
www.ics.uci.edu/events/175565496386487	incomplete
www.ics.uci.edu/faculty/area/area_embedded.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=whayes	incomplete
www.ics.uci.edu/about/search/search_dept_cs.php	incomplete
www.ics.uci.edu/ugrad/QA_Graduation	complete
www.ics.uci.edu/involved/information_session.php	complete
www.ics.uci.edu/../../computing/account/new.php	complete
www.ics.uci.edu/brenhall/index.php	complete
www.ics.uci.edu/about/brenhall/index.php	complete
www.ics.uci.edu/grad/degree_cs.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=fowlkes	complete
www.ics.uci.edu/research/net neutrality.html	incomplete
sherlock.ics.uci.edu/code.html	incomplete
www.ics.uci.edu/ugrad/Appts_Walk-Ins.php	incomplete
www.ics.uci.edu/~majumder	complete
www.ics.uci.edu/computing/email/google_vacation.php	incomplete
www.ics.uci.edu/faculty/area/area_data.php	incomplete
www.ics.uci.edu/ugrad/sao/Appts_Walk-Ins.php	complete
www.ics.uci.edu/tools/ajana.html	incomplete
ngs.ics.uci.edu/personal/favorite-quotes	incomplete
www.ics.uci.edu/~mlevorat/publications.html	incomplete
www.ics.uci.edu/events/291967007997834?ref=3&action_history=null	incomplete
mhcid.ics.uci.edu/people/mentors	incomplete
www.ics.uci.edu/UCIBrenICS/photos/pb.106291486908.-2207520000.1518685287./10154194469606909?type=3	incomplete
www.ics.uci.edu/students/index.php	incomplete
www.ics.uci.edu/about/annualreport/2006-07/index.php	incomplete
isg.ics.uci.edu	incomplete
www.ics.uci.edu/prospective/zh-tw/opportunities/research	incomplete
vision.ics.uci.edu/people/6.html	incomplete
cocoa-krispies.ics.uci.edu/~paolo/JuliusC	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dgillen	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=levorato	incomplete
www.ics.uci.edu/~eppstein	incomplete
www.ics.uci.edu/community/news/view_news?id=1137	incomplete
www.ics.uci.edu/grad/funding/index	complete
www.ics.uci.edu/community/news/view_news?id=1135	incomplete
www.ics.uci.edu/community/news/view_news?id=1134	incomplete
www.ics.uci.edu/community/news/view_news?id=1133	incomplete
www.ics.uci.edu/community/news/view_news?id=1132	incomplete
www.ics.uci.edu/community/news/view_news?id=1131	incomplete
www.ics.uci.edu/community/news/view_news?id=1130	incomplete
www.ics.uci.edu/community/news/view_news?id=1139	incomplete
www.ics.uci.edu/community/news/view_news?id=1138	incomplete
mcs.ics.uci.edu/about/mcs-vs-mscs	incomplete
www.ics.uci.edu/~hinaa	incomplete
www.ics.uci.edu/students.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=nardi	incomplete
www.ics.uci.edu/community/news/view_news?id=1229	incomplete
www.ics.uci.edu/community/news/view_news?id=1228	incomplete
mhcid.ics.uci.edu/program/curriculum	incomplete
www.ics.uci.edu/community/news/view_news?id=1223	incomplete
www.ics.uci.edu/community/news/view_news?id=1222	incomplete
www.ics.uci.edu/community/news/view_news?id=1221	incomplete
www.ics.uci.edu/grad/courses	incomplete
www.ics.uci.edu/community/news/view_news?id=1227	incomplete
www.ics.uci.edu/community/news/view_news?id=1226	incomplete
www.ics.uci.edu/community/news/view_news?id=1225	incomplete
www.ics.uci.edu/community/news/view_news?id=1224	incomplete
www.ics.uci.edu/involved/leadership_council.php	complete
www.ics.uci.edu/research/resalloc.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gbowker	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	incomplete
www.ics.uci.edu/~bvegetab	incomplete
www.ics.uci.edu/faculty/area/area_software.php	incomplete
emj.ics.uci.edu/2012/12	incomplete
mcs.ics.uci.edu/career/finding-a-job-internship	incomplete
www.ics.uci.edu/forms/index.php	incomplete
www.ics.uci.edu/reg	incomplete
www.ics.uci.edu/community/scholarships	incomplete
www.ics.uci.edu/computing/quarterlyAnnouncement/quarterly-announcement-20130907.php	incomplete
www.ics.uci.edu/../faculty/area/index.php	complete
www.ics.uci.edu/ugrad/degrees/Second_BA_DS.php	incomplete
www.ics.uci.edu/~dutt	incomplete
www.ics.uci.edu/about/search/search_external.php	incomplete
www.ics.uci.edu/corporate_partner.php	incomplete
www.ics.uci.edu/community/events/competition	complete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI	complete
www.ics.uci.edu/faculty/www.ics.uci.edu	incomplete
webmail.ics.uci.edu	complete
www.ics.uci.edu/~standish	incomplete
www.ics.uci.edu/courses/plseminar/2011fall.html	incomplete
www.ics.uci.edu/about/about_deanmsg.php	complete
www.ics.uci.edu/community/events/openhouse/video_dedication.html	incomplete
www.ics.uci.edu/admin.htm	incomplete
www.ics.uci.edu/~franklin	incomplete
www.ics.uci.edu/~sternh	complete
www.ics.uci.edu/prospective/en/student-life/bren-ics-organizations	incomplete
www.ics.uci.edu/computing/network	complete
www.ics.uci.edu/~guoqingx	complete
www.ics.uci.edu/prospective/en/opportunities/honors	complete
hombao.ics.uci.edu?s=opportunities	incomplete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Ittai-Mann-December2017.php	incomplete
www.ics.uci.edu/research.html	incomplete
www.ics.uci.edu/~tkaczmar	incomplete
www.ics.uci.edu/community/news/view_news?id=1232	incomplete
emj.ics.uci.edu/projects/computational-biology-projects	incomplete
www.ics.uci.edu/ugrad/Academic_Standing.php	incomplete
www.ics.uci.edu/~jutts/210	incomplete
www.ics.uci.edu/events/discovery?acontext=%7B%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22social_context%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%2C%22has_source%22%3Atrue%7D&suggestion_token=%7B%22event_categories%22%3A%5B%221915104302042536%22%5D%7D	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1110	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/ics-undeclared-pre-major	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1114	incomplete
www.ics.uci.edu/about/brenhall	complete
www.ics.uci.edu/UCIBrenICS/photos/pb.106291486908.-2207520000.1518685287./469915296908?type=3	incomplete
www.ics.uci.edu/linux/hosts.php	incomplete
www.ics.uci.edu/154	incomplete
www.ics.uci.edu/~mlevorat/bio.html	incomplete
mhcid.ics.uci.edu/people/mhcid-current-students	incomplete
www.ics.uci.edu/152	incomplete
www.ics.uci.edu/prospective/en/admissions/transfer	incomplete
www.ics.uci.edu/ugrad/degrees/degree_cse_electives.php	incomplete
mcs.ics.uci.edu/prospective-students/cost-and-financial-aid	incomplete
www.ics.uci.edu/computing/services/restore.php	complete
www.ics.uci.edu/computing/services/printing.php	complete
sprout.ics.uci.edu	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_ComprehensiveExam.php	incomplete
www.ics.uci.edu/faculty/area_social.php	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=sternh	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=iharris	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=babaks	incomplete
www.ics.uci.edu/hashtag/ucipride?source=feed_text&story_id=10155305988436909	incomplete
www.ics.uci.edu/faculty/area/area_compgraphics.php	incomplete
www.ics.uci.edu/grad/forms/index	complete
www.ics.uci.edu/~wayne	incomplete
www.ics.uci.edu/../../statistics/grad/index.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=malek	incomplete
www.ics.uci.edu/%7elab/lab_schedule/index.php	incomplete
duttgroup.ics.uci.edu/doku.php/lab_seminar	incomplete
emj.ics.uci.edu/software/software-computational-biology	incomplete
www.ics.uci.edu/~eward	incomplete
www.ics.uci.edu/community/news/view_news?id=1218	incomplete
www.ics.uci.edu/community/news/view_news?id=1219	incomplete
www.ics.uci.edu/community/news/view_news?id=1216	incomplete
www.ics.uci.edu/community/news/view_news?id=1217	incomplete
www.ics.uci.edu/prospective/zh-tw/contact/student-affairs	incomplete
pertea.ics.uci.edu	incomplete
www.ics.uci.edu/community/news/view_news?id=1212	incomplete
www.ics.uci.edu/community/news/view_news?id=1213	incomplete
www.ics.uci.edu/community/news/view_news?id=1210	incomplete
www.ics.uci.edu/community/news/view_news?id=1211	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=eppstein	incomplete
www.ics.uci.edu/~zbutler	incomplete
www.ics.uci.edu/prospective	complete
www.ics.uci.edu/prospective/en	complete
www.ics.uci.edu/community/events/openhouse/rfid.php	incomplete
www.ics.uci.edu/~emj	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_PreviousMSdegree.php	incomplete
www.ics.uci.edu/community/news/blog_posts/Emma_Anderson.php	incomplete
www.ics.uci.edu/ugrad/Academic_Honesty.php	incomplete
archive.ics.uci.edu/ml	incomplete
evoke.ics.uci.edu	incomplete
www.ics.uci.edu/computing/quarterlyAnnouncement/index.php	complete
www.ics.uci.edu/courses/253/sp2013/index.html	incomplete
www.ics.uci.edu/faculty/area	complete
www.ics.uci.edu/search/str/%E5%AD%A6%E6%A0%A1/keywords_pages?ref=page_about_category	incomplete
www.ics.uci.edu/~kringlan	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Honesty.php	complete
www.ics.uci.edu/about/visit/index	complete
www.ics.uci.edu/about/search/search_dept_stats.php	incomplete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Nguyen_Dang-November2017.php	incomplete
www.ics.uci.edu/ugrad/degrees	complete
www.ics.uci.edu/~zhaoxia	complete
www.ics.uci.edu/ugrad/policies/Computer_RemoteAccess.php	complete
www.ics.uci.edu/../computerscience/sitemap.php	incomplete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI.php	complete
www.ics.uci.edu/%7elab/index.php	incomplete
www.ics.uci.edu/%7eprojects/satware	complete
www.ics.uci.edu/prospective/en/degrees/business-information-management	complete
www.ics.uci.edu/~taow4	incomplete
www.ics.uci.edu/prospective/en/degrees/data-science	complete
www.ics.uci.edu/prospective/zh-tw/degrees/data-science	incomplete
www.ics.uci.edu/UCIBrenICS/posts/10155326768086909	incomplete
www.ics.uci.edu/about/bren/gallery/gallery_15_jpg.php	incomplete
mailboss.ics.uci.edu	incomplete
www.ics.uci.edu/grad/resources.php	complete
radicle.ics.uci.edu/news.html	incomplete
www.ics.uci.edu/~givargis	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_05.html	incomplete
sli.ics.uci.edu	incomplete
www.ics.uci.edu/UCIBrenICS/photos/a.10150104180706909.283411.106291486908/10155323057986909?type=3	incomplete
www.ics.uci.edu/computing/email/thunderbird_setup.php	complete
emj.ics.uci.edu/feed	incomplete
mcs.ics.uci.edu/about/the-program	incomplete
sli.ics.uci.edu/Group/Group	incomplete
www.ics.uci.edu/~hombao/neurostatsw2012.html	incomplete
mcs.ics.uci.edu/current-students/once-admitted	incomplete
www.ics.uci.edu/ugrad/QA_Petitions	complete
www.ics.uci.edu/about/bren/gallery/gallery_04_jpg.php	incomplete
www.ics.uci.edu/computing/services/sophos_mac.php	complete
www.ics.uci.edu/courses.html	incomplete
www.ics.uci.edu/~jajones	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_01.html	incomplete
www.ics.uci.edu/computing/account/password.php	complete
www.ics.uci.edu/prospective/vi/degrees/business-information-management	incomplete
www.ics.uci.edu/about/search/search_graduate_all.php	complete
emj.ics.uci.edu/wp-content/emj/uploads/
arXiv_Mjolsness_1212.0582.pdf	incomplete
www.ics.uci.edu/faculty/area_vision.php	complete
www.ics.uci.edu/~wscacchi	incomplete
www.ics.uci.edu/computing/quarterlyAnnouncement/announcements-fall-2015.php	incomplete
www.ics.uci.edu/lab_assistants/index.php	incomplete
ngs.ics.uci.edu/partners/collaborators	incomplete
www.ics.uci.edu/~eli	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Graduate&department=STATS&program=ALL	incomplete
www.ics.uci.edu/community/friends/leadershipcouncil/index.php	incomplete
www.ics.uci.edu/~redmiles/teaching.html	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CopyrightInfringement.php	incomplete
www.ics.uci.edu/prospective/en/careers/job-opportunities	incomplete
www.ics.uci.edu/community/news/view_news?id=1117	complete
www.ics.uci.edu/faculty/area_embedded.php	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=baldib	complete
www.ics.uci.edu/grad/forms/index.php	complete
www.ics.uci.edu/prospective/vi	complete
www.ics.uci.edu/ugrad/QA_Graduation.php	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aburtsev	incomplete
www.ics.uci.edu/computing/account/mapdrive_mac.php	complete
www.ics.uci.edu/faculty/index.php?letter=J	incomplete
www.ics.uci.edu/community/news/view_news?id=1201	incomplete
www.ics.uci.edu/community/news/view_news?id=1200	incomplete
www.ics.uci.edu/community/news/view_news?id=1203	incomplete
www.ics.uci.edu/community/news/view_news?id=1202	incomplete
www.ics.uci.edu/community/news/view_news?id=1205	incomplete
www.ics.uci.edu/community/news/view_news?id=1204	incomplete
www.ics.uci.edu/community/news/view_news?id=1207	incomplete
www.ics.uci.edu/community/news/view_news?id=1206	incomplete
www.ics.uci.edu/community/news/view_news?id=1209	incomplete
www.ics.uci.edu/community/news/view_news?id=1208	incomplete
www.ics.uci.edu/MJCarey_Patents.html	incomplete
www.ics.uci.edu/%7elab/schedules/183.html	incomplete
www.ics.uci.edu/computing/mailboss.php	incomplete
ngs.ics.uci.edu/digital-india-a-potentially-transformative-opportunity	incomplete
www.ics.uci.edu/prospective/en/degrees/ics-undeclared-pre-major	complete
www.ics.uci.edu/grad/resources	complete
www.ics.uci.edu/prospective/vi/uci/campus	incomplete
www.ics.uci.edu/community/news/articles/view_article?id=21	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_ResidencyReqt.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1149	incomplete
www.ics.uci.edu/MJCarey_Professional_Experience.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=xhx	incomplete
www.ics.uci.edu/../computerscience/index.php	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/computer-game-science	incomplete
www.ics.uci.edu/ugrad/degree_se.php	incomplete
www.ics.uci.edu/services/restore.php	incomplete
www.ics.uci.edu/courses/142/index.html	incomplete
www.ics.uci.edu/community/events/openhouse/gallery_11.html	incomplete
www.ics.uci.edu/ugrad/degrees/Second_BA_SE.php	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/computer-science-engineering	incomplete
www.ics.uci.edu/ugrad/Laptop_ComputerUse.php	incomplete
netreg.ics.uci.edu	complete
www.ics.uci.edu/bioshape/index.html	incomplete
mcs.ics.uci.edu/current-students/resources/grad-student-handbook	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=smehrotr	complete
www.ics.uci.edu/%7Egts/facts.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=tanenbaj	complete
www.ics.uci.edu/UCIBrenICS/community?ref=page_internal	incomplete
www.ics.uci.edu/about/search/search_communications.php	incomplete
www.ics.uci.edu/faculty/area_compgraphics.php	complete
www.ics.uci.edu/computing/policy	complete
www.ics.uci.edu/bren/bren_press.php	incomplete
www.ics.uci.edu/statistics/grad/index.php	complete
www.ics.uci.edu/UCIBrenICS/photos/pcb.10155340819996909/10155340812836909?type=3	incomplete
www.ics.uci.edu/UCIBrenICS/photos/a.10150104180706909.283411.106291486908/10155305988276909?type=3	incomplete
www.ics.uci.edu/prospective/zh-tw/careers/breadth	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=pattis	incomplete
www.ics.uci.edu/community/scholarships/scholar_corporate.php	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_Grading.php	incomplete
www.ics.uci.edu/events/147012079415534?acontext=%7B%22ref%22%3A%223%22%2C%22ref_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22null%22%7D	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=yuzhaoxia	incomplete
www.ics.uci.edu/about/about_safety.php	complete
www.ics.uci.edu/~sbaidya	complete
www.ics.uci.edu/~jlettner	incomplete
www.ics.uci.edu/~isaac	incomplete
www.ics.uci.edu/computing/account/mapdrive_win.php	complete
www.ics.uci.edu/ugrad/degrees/Minors	complete
www.ics.uci.edu/policies/Withdrawal_Readmission.php	complete
www.ics.uci.edu/ugrad/degrees/degree_cse.php	complete
www.ics.uci.edu/about_meet_the_dean.php	complete
www.ics.uci.edu/~jnnorton	incomplete
emj.ics.uci.edu/topics	incomplete
www.ics.uci.edu/prospective/zh-tw	complete
ugradforms.ics.uci.edu/index.php?login=1	incomplete
www.ics.uci.edu/prospective/en/student-life/campus-involvement	incomplete
www.ics.uci.edu/computing/password.php	incomplete
www.ics.uci.edu/proj_ics/policy.php	incomplete
www.ics.uci.edu/sao/SAO_Events.php	complete
mcs.ics.uci.edu/contact-us/staff	incomplete
sherlock.ics.uci.edu/qgd.html	incomplete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse.php	complete
www.ics.uci.edu/prospective/zh-tw/degrees/software-engineering	incomplete
www.ics.uci.edu/prospective/en/degrees/informatics	complete
www.ics.uci.edu/../community/friends/OLD_index.php	incomplete
www.ics.uci.edu/~jpd	incomplete
mcs.ics.uci.edu	complete
www.ics.uci.edu/imageunderstanding.html	incomplete
www.ics.uci.edu/ugrad/degree_cs.php	incomplete
www.ics.uci.edu/131	incomplete
www.ics.uci.edu/~kay	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Standing	complete
www.ics.uci.edu/ugrad/courses/index	complete
ngs.ics.uci.edu/research/projects	incomplete
hombao.ics.uci.edu?s=news_and_events	incomplete
www.ics.uci.edu/~jianfeih	incomplete
www.ics.uci.edu/UCIBrenICS/photos?ref=page_internal	incomplete
www.ics.uci.edu/prospective/en/contact/student-affairs	complete
www.ics.uci.edu/about/search/search_dean.php	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_CommitteeMembers.php	incomplete
www.ics.uci.edu/computing/google_apps.php	incomplete
www.ics.uci.edu/grad/policies/GradPolicies_AdvanceCandidacy.php	incomplete
www.ics.uci.edu/ugrad/Course_updates.php	incomplete
www.ics.uci.edu/computing/group_email.php	incomplete
www.ics.uci.edu/~skmahara	incomplete
www.ics.uci.edu/~jutts/8	incomplete
duttgroup.ics.uci.edu/doku.php/group	incomplete
emj.ics.uci.edu/talks	incomplete
www.ics.uci.edu/computing/account/new	complete
ngs.ics.uci.edu/professionalsocial/interviews	incomplete
www.ics.uci.edu/involved/tech_talk.php	complete
www.ics.uci.edu/community/events	incomplete
www.ics.uci.edu/%7Egts/contact.html	incomplete
www.ics.uci.edu/community/news/view_news?id=1275	incomplete
www.ics.uci.edu/community/news/view_news?id=1276	incomplete
www.ics.uci.edu/community/news/view_news?id=1277	incomplete
www.ics.uci.edu/community/news/view_news?id=1270	incomplete
www.ics.uci.edu/community/news/view_news?id=1271	complete
www.ics.uci.edu/community/news/view_news?id=1272	incomplete
www.ics.uci.edu/community/news/view_news?id=1273	incomplete
www.ics.uci.edu/prospective/en/student-life/diversity	complete
www.ics.uci.edu/community/news/view_news?id=1278	incomplete
www.ics.uci.edu/community/news/view_news?id=1279	incomplete
www.ics.uci.edu/~jsolson	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=djr	incomplete
www.ics.uci.edu/MJCarey_Contact.html	incomplete
www.ics.uci.edu/ugrad/Add_Drop_ChangeOption.php	incomplete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
www.ics.uci.edu/services.html	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ebozorgz	incomplete
www.ics.uci.edu/UCIBrenICS/photos/a.10150104180706909.283411.106291486908/10155376444661909?type=3	incomplete
www.ics.uci.edu/about/visit/visit_fromLAX.php	complete
www.ics.uci.edu/~dfooshee	incomplete
www.ics.uci.edu/computing/linux/services.php	incomplete
www.ics.uci.edu/about/bren/bren_advance.php	incomplete
www.ics.uci.edu/~jutts/st13v-06	incomplete
www.ics.uci.edu/prospective/vi/opportunities/applied-learning	incomplete
www.ics.uci.edu/~fowlkes	complete
computableplant.ics.uci.edu/papers/2004/BGRS-2004-KAP-abstract.html	incomplete
www.ics.uci.edu/ugrad/degrees/Minors.php	complete
www.ics.uci.edu/research/web.html	incomplete
www.ics.uci.edu/~redmiles/publications.html	incomplete
www.ics.uci.edu/prospective/zh-tw/opportunities/honors	incomplete
www.ics.uci.edu/ugrad/policies/Taking courses for readmission after DQ.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jain	incomplete
www.ics.uci.edu/computing/policy/index.php	complete
mhcid.ics.uci.edu/program/events	incomplete
www.ics.uci.edu/UCI.Informatics/posts/796978567166703	incomplete
emj.ics.uci.edu/papers/machine-learning-papers	complete
www.ics.uci.edu/~irani	incomplete
www.ics.uci.edu/~mlevorat/ 	incomplete
www.ics.uci.edu/%7Emlevorat	incomplete
www.ics.uci.edu/projects/OOOcommit.html	incomplete
www.ics.uci.edu/~alexv/pubs.html	incomplete
www.ics.uci.edu/about/bren/gallery/gallery_13_jpg.php	incomplete
www.ics.uci.edu/faculty/area/area_cscw.php	incomplete
www.ics.uci.edu/www.ics.uci.edu	incomplete
ngs.ics.uci.edu/personal/education	incomplete
www.ics.uci.edu/faculty/area_os.php	complete
www.ics.uci.edu/area/index.php	complete
www.ics.uci.edu/prospective/zh-tw/opportunities/entrepreneurship	incomplete
www.ics.uci.edu/research/device attachment.html	incomplete
www.ics.uci.edu/prospective/vi/degrees/computer-game-science	incomplete
www.ics.uci.edu/~gopi	incomplete
www.ics.uci.edu/prospective/ko/degrees/minors	incomplete
www.ics.uci.edu/~jutts/7-W13	incomplete
www.ics.uci.edu/~guoqingx/courses/295/winter11	incomplete
www.ics.uci.edu/prospective/ko/contact/student-affairs	incomplete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Emma_Anderson-January2018.php	incomplete
emj.ics.uci.edu/cv	incomplete
www.ics.uci.edu/about	complete
computableplant.ics.uci.edu/papers/2002/BGRS-2002-KAP-abstract.html	incomplete
www.ics.uci.edu/sao/Course_updates.php	complete
swiki.ics.uci.edu/doku.php/services:webmail	incomplete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption	complete
www.ics.uci.edu/Jobs.htm	incomplete
www.ics.uci.edu/ugrad/Double_Majors.php	incomplete
www.ics.uci.edu/computing/quota.php	incomplete
